name	year	month	day	hour	status	category	wind	pressure	tropicalstorm_force_diameter	hurricane_force_diameter
Caroline	1975	9	1	6	tropical depression	-1	20	1002	NA	NA
Caroline	1975	9	1	12	tropical depression	-1	20	1002	NA	NA
Doris	1975	8	29	12	tropical storm	0	45	1005	NA	NA
Doris	1975	8	29	18	tropical storm	0	50	1000	NA	NA
Doris	1975	8	30	0	tropical storm	0	55	997	NA	NA
Doris	1975	8	30	6	tropical storm	0	55	997	NA	NA
Doris	1975	8	30	12	tropical storm	0	55	997	NA	NA
Doris	1975	8	30	18	tropical storm	0	55	997	NA	NA
Doris	1975	8	31	0	hurricane	1	65	990	NA	NA
Doris	1975	8	31	6	hurricane	1	65	990	NA	NA
Doris	1975	8	31	12	hurricane	1	70	990	NA	NA
Doris	1975	8	31	18	hurricane	1	70	990	NA	NA
Doris	1975	9	1	0	hurricane	1	75	984	NA	NA
Doris	1975	9	1	6	hurricane	1	75	984	NA	NA
Doris	1975	9	1	12	hurricane	1	75	984	NA	NA
Doris	1975	9	1	18	hurricane	1	75	984	NA	NA
Doris	1975	9	2	0	hurricane	2	90	970	NA	NA
Doris	1975	9	2	6	hurricane	2	95	965	NA	NA
Doris	1975	9	2	12	hurricane	2	95	965	NA	NA
Doris	1975	9	2	18	hurricane	2	95	965	NA	NA
Doris	1975	9	3	0	hurricane	2	95	965	NA	NA
Doris	1975	9	3	6	hurricane	2	95	965	NA	NA
Doris	1975	9	3	12	hurricane	2	95	965	NA	NA
Doris	1975	9	3	18	hurricane	2	90	970	NA	NA
Doris	1975	9	4	0	tropical storm	0	60	995	NA	NA
Belle	1976	8	6	6	tropical depression	-1	25	1012	NA	NA
Belle	1976	8	6	12	tropical depression	-1	25	1012	NA	NA
Belle	1976	8	6	18	tropical depression	-1	30	1009	NA	NA
Belle	1976	8	7	0	tropical storm	0	40	1005	NA	NA
Belle	1976	8	7	6	tropical storm	0	45	1000	NA	NA
Belle	1976	8	7	12	tropical storm	0	55	993	NA	NA
Belle	1976	8	7	18	hurricane	1	70	985	NA	NA
Belle	1976	8	8	0	hurricane	1	80	972	NA	NA
Belle	1976	8	8	6	hurricane	2	90	962	NA	NA
Belle	1976	8	8	12	hurricane	2	95	959	NA	NA
Belle	1976	8	8	18	hurricane	3	100	958	NA	NA
Belle	1976	8	9	0	hurricane	3	105	957	NA	NA
Belle	1976	8	9	6	hurricane	3	105	959	NA	NA
Belle	1976	8	9	12	hurricane	2	95	963	NA	NA
Belle	1976	8	9	18	hurricane	2	90	970	NA	NA
Belle	1976	8	10	0	hurricane	1	80	977	NA	NA
Belle	1976	8	10	6	tropical storm	0	60	983	NA	NA
Belle	1976	8	10	12	tropical storm	0	35	992	NA	NA
Gloria	1976	9	26	12	tropical depression	-1	20	1009	NA	NA
Gloria	1976	9	26	18	tropical depression	-1	20	1007	NA	NA
Gloria	1976	9	27	0	tropical depression	-1	25	1005	NA	NA
Gloria	1976	9	27	6	tropical depression	-1	30	1001	NA	NA
Gloria	1976	9	27	12	tropical storm	0	35	997	NA	NA
Gloria	1976	9	27	18	tropical storm	0	45	994	NA	NA
Gloria	1976	9	28	0	tropical storm	0	55	993	NA	NA
Gloria	1976	9	28	6	tropical storm	0	60	992	NA	NA
Gloria	1976	9	28	12	tropical storm	0	60	992	NA	NA
Gloria	1976	9	28	18	tropical storm	0	60	991	NA	NA
Gloria	1976	9	29	0	tropical storm	0	60	988	NA	NA
Gloria	1976	9	29	6	hurricane	1	65	984	NA	NA
Gloria	1976	9	29	12	hurricane	1	65	979	NA	NA
Gloria	1976	9	29	18	hurricane	1	70	973	NA	NA
Gloria	1976	9	30	0	hurricane	1	80	970	NA	NA
Gloria	1976	9	30	6	hurricane	2	85	971	NA	NA
Gloria	1976	9	30	12	hurricane	2	90	977	NA	NA
Gloria	1976	9	30	18	hurricane	2	90	981	NA	NA
Gloria	1976	10	1	0	hurricane	2	90	985	NA	NA
Gloria	1976	10	1	6	hurricane	2	85	988	NA	NA
Gloria	1976	10	1	12	hurricane	1	80	990	NA	NA
Gloria	1976	10	1	18	hurricane	1	75	992	NA	NA
Gloria	1976	10	2	0	hurricane	1	70	993	NA	NA
Gloria	1976	10	2	6	tropical storm	0	60	994	NA	NA
Gloria	1976	10	2	12	tropical storm	0	60	995	NA	NA
Gloria	1976	10	2	18	tropical storm	0	55	996	NA	NA
Gloria	1976	10	3	0	tropical storm	0	50	997	NA	NA
Gloria	1976	10	3	6	tropical storm	0	45	998	NA	NA
Gloria	1976	10	3	12	tropical storm	0	40	999	NA	NA
Gloria	1976	10	3	18	tropical storm	0	40	1001	NA	NA
Gloria	1976	10	4	0	tropical storm	0	35	1002	NA	NA
Gloria	1976	10	4	6	tropical depression	-1	30	1003	NA	NA
Gloria	1976	10	4	12	tropical depression	-1	30	1005	NA	NA
Gloria	1976	10	4	18	tropical depression	-1	30	1006	NA	NA
Anita	1977	8	29	12	tropical depression	-1	20	1012	NA	NA
Anita	1977	8	29	18	tropical depression	-1	25	1010	NA	NA
Anita	1977	8	30	0	tropical depression	-1	30	1009	NA	NA
Anita	1977	8	30	6	tropical storm	0	40	1006	NA	NA
Anita	1977	8	30	12	tropical storm	0	50	1003	NA	NA
Anita	1977	8	30	18	hurricane	1	65	997	NA	NA
Anita	1977	8	31	0	hurricane	1	70	991	NA	NA
Anita	1977	8	31	6	hurricane	1	75	988	NA	NA
Anita	1977	8	31	12	hurricane	1	75	986	NA	NA
Anita	1977	8	31	18	hurricane	1	80	985	NA	NA
Anita	1977	9	1	0	hurricane	1	80	979	NA	NA
Anita	1977	9	1	6	hurricane	2	85	972	NA	NA
Anita	1977	9	1	12	hurricane	2	90	963	NA	NA
Anita	1977	9	1	18	hurricane	3	110	945	NA	NA
Anita	1977	9	2	0	hurricane	5	140	931	NA	NA
Anita	1977	9	2	6	hurricane	5	150	926	NA	NA
Anita	1977	9	2	12	hurricane	4	120	940	NA	NA
Anita	1977	9	2	18	hurricane	1	70	978	NA	NA
Anita	1977	9	3	0	tropical storm	0	40	998	NA	NA
Anita	1977	9	3	6	tropical depression	-1	25	1011	NA	NA
Clara	1977	9	5	12	tropical depression	-1	20	1015	NA	NA
Clara	1977	9	5	18	tropical depression	-1	20	1014	NA	NA
Clara	1977	9	6	0	tropical depression	-1	20	1013	NA	NA
Clara	1977	9	6	6	tropical depression	-1	25	1012	NA	NA
Clara	1977	9	6	12	tropical depression	-1	25	1011	NA	NA
Clara	1977	9	6	18	tropical depression	-1	25	1010	NA	NA
Clara	1977	9	7	0	tropical depression	-1	30	1010	NA	NA
Clara	1977	9	7	6	tropical depression	-1	30	1010	NA	NA
Clara	1977	9	7	12	tropical depression	-1	30	1010	NA	NA
Clara	1977	9	7	18	tropical depression	-1	30	1010	NA	NA
Clara	1977	9	8	0	tropical storm	0	35	1006	NA	NA
Clara	1977	9	8	6	tropical storm	0	45	1001	NA	NA
Clara	1977	9	8	12	hurricane	1	65	993	NA	NA
Clara	1977	9	8	18	hurricane	1	65	994	NA	NA
Clara	1977	9	9	0	hurricane	1	65	998	NA	NA
Clara	1977	9	9	6	tropical storm	0	60	1000	NA	NA
Clara	1977	9	9	12	tropical storm	0	55	999	NA	NA
Clara	1977	9	9	18	tropical storm	0	50	1001	NA	NA
Clara	1977	9	10	0	tropical storm	0	45	1000	NA	NA
Clara	1977	9	10	6	tropical storm	0	40	1000	NA	NA
Clara	1977	9	10	12	tropical storm	0	45	1001	NA	NA
Clara	1977	9	10	18	tropical storm	0	45	1001	NA	NA
Clara	1977	9	11	0	tropical storm	0	45	1002	NA	NA
Clara	1977	9	11	6	tropical storm	0	45	1002	NA	NA
Evelyn	1977	10	13	18	tropical depression	-1	30	1010	NA	NA
Evelyn	1977	10	14	0	tropical depression	-1	30	1008	NA	NA
Evelyn	1977	10	14	6	tropical storm	0	35	1005	NA	NA
Evelyn	1977	10	14	12	tropical storm	0	40	1002	NA	NA
Evelyn	1977	10	14	18	tropical storm	0	50	999	NA	NA
Evelyn	1977	10	15	0	hurricane	1	65	994	NA	NA
Evelyn	1977	10	15	6	hurricane	1	70	996	NA	NA
Evelyn	1977	10	15	12	hurricane	1	70	998	NA	NA
Evelyn	1977	10	15	18	hurricane	1	70	999	NA	NA
Amelia	1978	7	30	18	tropical depression	-1	30	1006	NA	NA
Amelia	1978	7	31	0	tropical storm	0	45	1005	NA	NA
Amelia	1978	7	31	6	tropical storm	0	40	1007	NA	NA
Amelia	1978	7	31	12	tropical storm	0	35	1008	NA	NA
Amelia	1978	7	31	18	tropical depression	-1	30	1010	NA	NA
Amelia	1978	8	1	0	tropical depression	-1	25	1010	NA	NA
Bess	1978	8	5	12	tropical depression	-1	20	1012	NA	NA
Bess	1978	8	5	18	tropical depression	-1	20	1012	NA	NA
Bess	1978	8	6	0	tropical depression	-1	25	1011	NA	NA
Bess	1978	8	6	6	tropical depression	-1	30	1010	NA	NA
Bess	1978	8	6	12	tropical depression	-1	30	1009	NA	NA
Bess	1978	8	6	18	tropical storm	0	35	1008	NA	NA
Bess	1978	8	7	0	tropical storm	0	40	1007	NA	NA
Bess	1978	8	7	6	tropical storm	0	40	1006	NA	NA
Bess	1978	8	7	12	tropical storm	0	40	1005	NA	NA
Bess	1978	8	7	18	tropical storm	0	45	1006	NA	NA
Bess	1978	8	8	0	tropical storm	0	45	1007	NA	NA
Bess	1978	8	8	6	tropical storm	0	40	1008	NA	NA
Bess	1978	8	8	12	tropical depression	-1	25	1010	NA	NA
Cora	1978	8	7	12	tropical depression	-1	25	1010	NA	NA
Cora	1978	8	7	18	tropical depression	-1	25	1010	NA	NA
Cora	1978	8	8	0	tropical depression	-1	25	1009	NA	NA
Cora	1978	8	8	6	tropical depression	-1	30	1008	NA	NA
Cora	1978	8	8	12	tropical storm	0	50	1003	NA	NA
Cora	1978	8	8	18	hurricane	1	65	990	NA	NA
Cora	1978	8	9	0	hurricane	1	80	980	NA	NA
Cora	1978	8	9	6	hurricane	1	80	980	NA	NA
Cora	1978	8	9	12	hurricane	1	70	988	NA	NA
Cora	1978	8	9	18	hurricane	1	65	998	NA	NA
Cora	1978	8	10	0	tropical storm	0	60	1006	NA	NA
Cora	1978	8	10	6	tropical storm	0	55	1007	NA	NA
Cora	1978	8	10	12	tropical storm	0	55	1007	NA	NA
Cora	1978	8	10	18	tropical storm	0	50	1008	NA	NA
Cora	1978	8	11	0	tropical storm	0	45	1008	NA	NA
Cora	1978	8	11	6	tropical storm	0	35	1008	NA	NA
Cora	1978	8	11	12	tropical depression	-1	30	1008	NA	NA
Cora	1978	8	11	18	tropical depression	-1	30	1009	NA	NA
Cora	1978	8	12	0	tropical depression	-1	30	1010	NA	NA
Juliet	1978	10	7	18	tropical depression	-1	25	1011	NA	NA
Juliet	1978	10	8	0	tropical depression	-1	30	1010	NA	NA
Juliet	1978	10	8	6	tropical depression	-1	30	1009	NA	NA
Juliet	1978	10	8	12	tropical storm	0	35	1008	NA	NA
Juliet	1978	10	8	18	tropical storm	0	40	1007	NA	NA
Juliet	1978	10	9	0	tropical storm	0	45	1006	NA	NA
Juliet	1978	10	9	6	tropical storm	0	45	1006	NA	NA
Juliet	1978	10	9	12	tropical storm	0	45	1006	NA	NA
Juliet	1978	10	9	18	tropical storm	0	45	1006	NA	NA
Juliet	1978	10	10	0	tropical storm	0	45	1006	NA	NA
Juliet	1978	10	10	6	tropical storm	0	45	1006	NA	NA
Juliet	1978	10	10	12	tropical storm	0	45	1006	NA	NA
Juliet	1978	10	10	18	tropical storm	0	45	1006	NA	NA
Juliet	1978	10	11	0	tropical storm	0	45	1006	NA	NA
Juliet	1978	10	11	6	tropical storm	0	40	1006	NA	NA
Juliet	1978	10	11	12	tropical storm	0	35	1006	NA	NA
Ana	1979	6	19	12	tropical depression	-1	25	1011	NA	NA
Ana	1979	6	19	18	tropical depression	-1	25	1011	NA	NA
Ana	1979	6	20	0	tropical depression	-1	25	1010	NA	NA
Ana	1979	6	20	6	tropical depression	-1	25	1010	NA	NA
Ana	1979	6	20	12	tropical depression	-1	25	1010	NA	NA
Ana	1979	6	20	18	tropical depression	-1	25	1009	NA	NA
Ana	1979	6	21	0	tropical depression	-1	30	1009	NA	NA
Ana	1979	6	21	6	tropical depression	-1	30	1008	NA	NA
Ana	1979	6	21	12	tropical depression	-1	30	1008	NA	NA
Ana	1979	6	21	18	tropical depression	-1	30	1007	NA	NA
Ana	1979	6	22	0	tropical storm	0	35	1007	NA	NA
Ana	1979	6	22	6	tropical storm	0	40	1005	NA	NA
Ana	1979	6	22	12	tropical storm	0	50	1006	NA	NA
Ana	1979	6	22	18	tropical storm	0	40	1008	NA	NA
Ana	1979	6	23	0	tropical storm	0	35	1010	NA	NA
Ana	1979	6	23	6	tropical depression	-1	30	1012	NA	NA
Ana	1979	6	23	12	tropical depression	-1	25	1012	NA	NA
Ana	1979	6	23	18	tropical depression	-1	25	1012	NA	NA
Ana	1979	6	24	0	tropical depression	-1	25	1012	NA	NA
Bob	1979	7	9	12	tropical depression	-1	20	1012	NA	NA
Bob	1979	7	9	18	tropical depression	-1	25	1010	NA	NA
Bob	1979	7	10	0	tropical depression	-1	30	1007	NA	NA
Bob	1979	7	10	6	tropical storm	0	35	1004	NA	NA
Bob	1979	7	10	12	tropical storm	0	50	998	NA	NA
Bob	1979	7	10	18	tropical storm	0	55	996	NA	NA
Bob	1979	7	11	0	hurricane	1	65	988	NA	NA
Bob	1979	7	11	6	hurricane	1	65	991	NA	NA
Bob	1979	7	11	12	hurricane	1	65	986	NA	NA
Bob	1979	7	11	18	tropical storm	0	40	992	NA	NA
Bob	1979	7	12	0	tropical depression	-1	30	998	NA	NA
Bob	1979	7	12	6	tropical depression	-1	25	1002	NA	NA
Bob	1979	7	12	12	tropical depression	-1	25	1004	NA	NA
Bob	1979	7	12	18	tropical depression	-1	25	1006	NA	NA
Bob	1979	7	13	0	tropical depression	-1	25	1006	NA	NA
Bob	1979	7	13	6	tropical depression	-1	25	1006	NA	NA
Bob	1979	7	13	12	tropical depression	-1	25	1007	NA	NA
Bob	1979	7	13	18	tropical depression	-1	25	1008	NA	NA
Bob	1979	7	14	0	tropical depression	-1	20	1009	NA	NA
Bob	1979	7	14	6	tropical depression	-1	20	1009	NA	NA
Bob	1979	7	14	12	tropical depression	-1	20	1010	NA	NA
Bob	1979	7	14	18	tropical depression	-1	20	1010	NA	NA
Bob	1979	7	15	0	tropical depression	-1	20	1011	NA	NA
Bob	1979	7	15	6	tropical depression	-1	20	1011	NA	NA
Bob	1979	7	15	12	tropical depression	-1	20	1012	NA	NA
Bob	1979	7	15	18	tropical depression	-1	20	1012	NA	NA
Bob	1979	7	16	0	tropical depression	-1	20	1013	NA	NA
Bob	1979	7	16	6	tropical depression	-1	20	1013	NA	NA
Bob	1979	7	16	12	tropical depression	-1	20	1014	NA	NA
Claudette	1979	7	15	12	tropical depression	-1	20	1014	NA	NA
Claudette	1979	7	15	18	tropical depression	-1	20	1014	NA	NA
Claudette	1979	7	16	0	tropical depression	-1	25	1012	NA	NA
Claudette	1979	7	16	6	tropical depression	-1	25	1012	NA	NA
Claudette	1979	7	16	12	tropical depression	-1	30	1011	NA	NA
Claudette	1979	7	16	18	tropical depression	-1	30	1011	NA	NA
Claudette	1979	7	17	0	tropical depression	-1	30	1011	NA	NA
Claudette	1979	7	17	6	tropical depression	-1	30	1011	NA	NA
Claudette	1979	7	17	12	tropical storm	0	35	1011	NA	NA
Claudette	1979	7	17	18	tropical storm	0	40	1010	NA	NA
Claudette	1979	7	18	0	tropical storm	0	35	1010	NA	NA
Claudette	1979	7	18	6	tropical depression	-1	30	1011	NA	NA
Claudette	1979	7	18	12	tropical depression	-1	30	1011	NA	NA
Claudette	1979	7	18	18	tropical depression	-1	25	1012	NA	NA
Claudette	1979	7	19	0	tropical depression	-1	20	1012	NA	NA
Claudette	1979	7	19	6	tropical depression	-1	20	1012	NA	NA
Claudette	1979	7	19	12	tropical depression	-1	20	1012	NA	NA
Claudette	1979	7	19	18	tropical depression	-1	20	1012	NA	NA
Claudette	1979	7	20	0	tropical depression	-1	20	1013	NA	NA
Claudette	1979	7	20	6	tropical depression	-1	20	1013	NA	NA
Claudette	1979	7	20	12	tropical depression	-1	20	1013	NA	NA
Claudette	1979	7	20	18	tropical depression	-1	20	1013	NA	NA
Claudette	1979	7	21	0	tropical depression	-1	20	1013	NA	NA
Claudette	1979	7	21	6	tropical depression	-1	25	1013	NA	NA
Claudette	1979	7	21	12	tropical depression	-1	30	1012	NA	NA
Claudette	1979	7	21	18	tropical depression	-1	30	1010	NA	NA
Claudette	1979	7	22	0	tropical depression	-1	30	1007	NA	NA
Claudette	1979	7	22	6	tropical depression	-1	30	1007	NA	NA
Claudette	1979	7	22	12	tropical depression	-1	30	1007	NA	NA
Claudette	1979	7	22	18	tropical depression	-1	30	1006	NA	NA
Claudette	1979	7	23	0	tropical depression	-1	30	1005	NA	NA
Claudette	1979	7	23	6	tropical depression	-1	30	1004	NA	NA
Claudette	1979	7	23	12	tropical storm	0	35	1003	NA	NA
Claudette	1979	7	23	18	tropical storm	0	35	1003	NA	NA
Claudette	1979	7	24	0	tropical storm	0	35	1003	NA	NA
Claudette	1979	7	24	6	tropical storm	0	40	1003	NA	NA
Claudette	1979	7	24	12	tropical storm	0	45	1002	NA	NA
Claudette	1979	7	24	18	tropical storm	0	45	1000	NA	NA
Claudette	1979	7	25	0	tropical storm	0	40	997	NA	NA
Claudette	1979	7	25	6	tropical storm	0	35	998	NA	NA
Claudette	1979	7	25	12	tropical depression	-1	30	1000	NA	NA
Claudette	1979	7	25	18	tropical depression	-1	30	1001	NA	NA
Claudette	1979	7	26	0	tropical depression	-1	30	1001	NA	NA
Claudette	1979	7	26	6	tropical depression	-1	30	1002	NA	NA
Claudette	1979	7	26	12	tropical depression	-1	25	1003	NA	NA
Claudette	1979	7	26	18	tropical depression	-1	25	1004	NA	NA
Claudette	1979	7	27	0	tropical depression	-1	20	1004	NA	NA
Claudette	1979	7	27	6	tropical depression	-1	20	1006	NA	NA
Claudette	1979	7	27	12	tropical depression	-1	15	1007	NA	NA
Claudette	1979	7	27	18	tropical depression	-1	15	1007	NA	NA
Claudette	1979	7	28	0	tropical depression	-1	15	1007	NA	NA
Claudette	1979	7	28	6	tropical depression	-1	15	1008	NA	NA
Claudette	1979	7	28	12	tropical depression	-1	15	1009	NA	NA
Claudette	1979	7	28	18	tropical depression	-1	15	1009	NA	NA
Claudette	1979	7	29	0	tropical depression	-1	15	1010	NA	NA
Claudette	1979	7	29	6	tropical depression	-1	15	1011	NA	NA
Claudette	1979	7	29	12	tropical depression	-1	15	1011	NA	NA
David	1979	8	25	12	tropical depression	-1	25	1008	NA	NA
David	1979	8	25	18	tropical depression	-1	25	1007	NA	NA
David	1979	8	26	0	tropical depression	-1	30	1006	NA	NA
David	1979	8	26	6	tropical storm	0	35	1005	NA	NA
David	1979	8	26	12	tropical storm	0	40	1003	NA	NA
David	1979	8	26	18	tropical storm	0	45	998	NA	NA
David	1979	8	27	0	tropical storm	0	55	990	NA	NA
David	1979	8	27	6	hurricane	1	65	980	NA	NA
David	1979	8	27	12	hurricane	1	80	966	NA	NA
David	1979	8	27	18	hurricane	2	95	954	NA	NA
David	1979	8	28	0	hurricane	4	115	947	NA	NA
David	1979	8	28	6	hurricane	4	125	941	NA	NA
David	1979	8	28	12	hurricane	4	130	938	NA	NA
David	1979	8	28	18	hurricane	4	125	941	NA	NA
David	1979	8	29	0	hurricane	4	120	944	NA	NA
David	1979	8	29	6	hurricane	4	120	942	NA	NA
David	1979	8	29	12	hurricane	4	125	938	NA	NA
David	1979	8	29	18	hurricane	4	125	933	NA	NA
David	1979	8	30	0	hurricane	4	130	929	NA	NA
David	1979	8	30	6	hurricane	5	140	925	NA	NA
David	1979	8	30	12	hurricane	5	145	924	NA	NA
David	1979	8	30	18	hurricane	5	150	924	NA	NA
David	1979	8	31	0	hurricane	5	145	927	NA	NA
David	1979	8	31	6	hurricane	5	145	928	NA	NA
David	1979	8	31	12	hurricane	5	145	927	NA	NA
David	1979	8	31	18	hurricane	5	150	926	NA	NA
David	1979	9	1	0	hurricane	4	130	953	NA	NA
David	1979	9	1	6	hurricane	3	100	978	NA	NA
David	1979	9	1	12	hurricane	1	65	1002	NA	NA
David	1979	9	1	18	tropical storm	0	60	1002	NA	NA
David	1979	9	2	0	hurricane	1	65	997	NA	NA
David	1979	9	2	6	hurricane	1	70	990	NA	NA
David	1979	9	2	12	hurricane	1	70	984	NA	NA
David	1979	9	2	18	hurricane	1	75	979	NA	NA
David	1979	9	3	0	hurricane	1	80	976	NA	NA
David	1979	9	3	6	hurricane	1	80	974	NA	NA
David	1979	9	3	12	hurricane	2	85	973	NA	NA
David	1979	9	3	18	hurricane	2	85	972	NA	NA
David	1979	9	4	0	hurricane	2	85	971	NA	NA
David	1979	9	4	6	hurricane	2	85	970	NA	NA
David	1979	9	4	12	hurricane	2	85	970	NA	NA
David	1979	9	4	18	hurricane	1	80	970	NA	NA
David	1979	9	5	0	hurricane	1	65	972	NA	NA
David	1979	9	5	6	tropical storm	0	55	976	NA	NA
David	1979	9	5	12	tropical storm	0	45	980	NA	NA
David	1979	9	5	18	tropical storm	0	40	984	NA	NA
David	1979	9	6	0	tropical storm	0	40	987	NA	NA
David	1979	9	6	6	tropical storm	0	40	989	NA	NA
David	1979	9	6	12	tropical storm	0	40	991	NA	NA
Frederic	1979	8	29	6	tropical depression	-1	25	1009	NA	NA
Frederic	1979	8	29	12	tropical depression	-1	30	1009	NA	NA
Frederic	1979	8	29	18	tropical depression	-1	30	1008	NA	NA
Frederic	1979	8	30	0	tropical depression	-1	30	1007	NA	NA
Frederic	1979	8	30	6	tropical depression	-1	30	1006	NA	NA
Frederic	1979	8	30	12	tropical storm	0	35	1005	NA	NA
Frederic	1979	8	30	18	tropical storm	0	40	1003	NA	NA
Frederic	1979	8	31	0	tropical storm	0	45	1000	NA	NA
Frederic	1979	8	31	6	tropical storm	0	50	997	NA	NA
Frederic	1979	8	31	12	tropical storm	0	55	994	NA	NA
Frederic	1979	8	31	18	tropical storm	0	55	991	NA	NA
Frederic	1979	9	1	0	tropical storm	0	60	988	NA	NA
Frederic	1979	9	1	6	hurricane	1	65	987	NA	NA
Frederic	1979	9	1	12	hurricane	1	65	988	NA	NA
Frederic	1979	9	1	18	hurricane	1	65	990	NA	NA
Frederic	1979	9	2	0	tropical storm	0	60	992	NA	NA
Frederic	1979	9	2	6	tropical storm	0	60	994	NA	NA
Frederic	1979	9	2	12	tropical storm	0	60	996	NA	NA
Frederic	1979	9	2	18	tropical storm	0	55	999	NA	NA
Frederic	1979	9	3	0	tropical storm	0	55	1002	NA	NA
Frederic	1979	9	3	6	tropical storm	0	55	1000	NA	NA
Frederic	1979	9	3	12	tropical storm	0	50	999	NA	NA
Frederic	1979	9	3	18	tropical storm	0	50	1000	NA	NA
Frederic	1979	9	4	0	tropical storm	0	50	1002	NA	NA
Frederic	1979	9	4	6	tropical storm	0	45	1003	NA	NA
Frederic	1979	9	4	12	tropical storm	0	45	1004	NA	NA
Frederic	1979	9	4	18	tropical storm	0	45	1005	NA	NA
Frederic	1979	9	5	0	tropical storm	0	45	1006	NA	NA
Frederic	1979	9	5	6	tropical storm	0	45	1007	NA	NA
Frederic	1979	9	5	12	tropical storm	0	40	1008	NA	NA
Frederic	1979	9	5	18	tropical storm	0	40	1007	NA	NA
Frederic	1979	9	6	0	tropical storm	0	40	1005	NA	NA
Frederic	1979	9	6	6	tropical storm	0	35	1005	NA	NA
Frederic	1979	9	6	12	tropical storm	0	35	1006	NA	NA
Frederic	1979	9	6	18	tropical depression	-1	30	1006	NA	NA
Frederic	1979	9	7	0	tropical depression	-1	30	1006	NA	NA
